,RN,Title_eng,AB_eng
1506,2648,Sumatran tiger (Panthera tigris sumatrae): A review of conservation status,"The majority of wild Sumatran tigers are believed to live in 12 Tiger Conservation Landscapes covering approximately 88 000 km2. However, the actual distribution of tigers across Sumatra has never been accurately mapped. Over the past 20 years, conservation efforts focused on the Sumatran tigers have increased, but the population continues to decline as a result of several key threats. To identify the status of the Sumatran tiger distribution across the island, an island-wide questionnaire survey comprised of 35 respondents from various backgrounds was conducted between May and June 2010. The survey found that Sumatran tigers are positively present in 27 habitat patches larger than 250 km2 and possibly present in another 2. In addition, a review on major published studies on the Sumatran tiger was conducted to identify the current conservation status of the Sumatran tiger. Collectively, these studies have identified several key factors that have contributed to the decline of Sumatran tiger populations, including: forest habitat fragmentation and loss, direct killing of tigers and their prey, and the retaliatory killing of tigers due to conflict with villagers. The present paper provides management authorities and the international community with a recent assessment and a base map of the actual distribution of Sumatran tigers as well as a general overview on the current status and possible future conservation challenges of Sumatran tiger management."
1507,2133,"Status, distribution, and abundance of Black Brant on the mainland of the Inuvialuit Settlement Region, Northwest Territories, 1995-1998","To determine the distribution and abundance of Black Brant Branta bernicla nigricans on the mainland of the Inuvialuit Settlement Region, aerial surveys were flown over a 5014-km2 area of the Tuktoyaktuk Peninsula, Mackenzie Delta, and western Liverpool Bay in June of 1995-1998. The estimated number of Brant, corrected for birds not seen by observers, was 2756 ± 413 (standard error) (0.56 ± 0.08 birds/km2 on 4930 km2) at the Tuktoyaktuk Peninsula - Mackenzie Delta and 3176 ± 588 (37.81 ± 7.00 birds/km2 on 84 km2) at Campbell Island - Smoke-Moose Delta in Liverpool Bay. Another 76-225 Brant were found on small islands in western Liverpool Bay just outside the survey strata. Thus, the total population estimate for the Tuktoyaktuk Peninsula, Mackenzie Delta, and western Liverpool Bay was 6100 birds. Numbers of Brant at western Liverpool Bay have apparently increased since the 1970s or 1980s. Several hundred Black Brant also nest at the Anderson River delta (just east of our survey area), where numbers appear to have declined substantially since the 1970s or earlier. Recaptures of banded Brant suggest that some breeding individuals may have shifted from Anderson River to western Liverpool Bay (approximately 70 km west). Significant numbers of previously marked Black Brant were recaptured during banding drives in 1990-1998, and this information provided a Jolly-Seber estimate, which included both survey strata and Anderson River, of 6211 ± 868 Brant. The proportion of young birds among flocks captured during banding drives varied greatly from year to year (from 8% to 54% young), indicating that annual reproductive success was quite variable and sometimes low. Our results provide a baseline against which future population estimates can be compared."
1508,2583,"The demography of the lizard Tropidurus torquatus (Squamata, Tropiduridae) in a highly seasonal neotropical savanna","The demography of a population of Tropidurus torquatus was studied from March 1996 until December 1998, in the Cerrado biome of central Brazil, using the method of capture and recapture. Population size, number of incoming individuals in the population, and age structure varied seasonally, reflecting the reproductive cycle of the species. The instantaneous rate of population increase did not differ from zero throughout the study. In general, the permanence rates of juveniles and adults were low, indicating a large turnover of individuals in the population, with a maximum life expectancy of three years. The sex-ratio among adults was biased toward females. Since no bias was observed among juveniles and there was no difference in adult permanence between sexes, we suggest that the biased adult sex-ratio resulted from a lower permanence of males during a short ontogenetic period, when secondary sexual characteristics develop. When compared to T. itambere, the studied population of T. torquatus attained a higher density and a greater female bias in the sex-ratio. In general, the studied population presented characteristics that, according to life history theory, should be associated with early age at maturity and polygyny: short life expectancy, high population turn over, and female biased sex-ratios."
1509,2796,Exploitation status of cardinalfish (Epigonus crassicaudus) in Chile,"The exploitation status of cardinalfish (Epigonus crassicaudus) yielded in Chile between 33[degree] to 41[degree]S was analyzed. An indirect assessment was performed between 1997 and 2003 through size-structured model with a transition matrix defining the changes among sizes. The model was calibrated using size structures, official landings, catch-per-unit of effort (CPUE) taken from commercial fishing logbooks and standardized by generalized linear models (GLM). After 7 years of an intense fishery activity, we concluded that the cardinalfish resource in Chile is on the recruitment overfishing limit. On 2003, the spawning biomass with respect to the virginal spawning biomass is close to 40%. The biological references points (BRP) based on spawning per recruit biomass (SPR) support this assesment because the fishing mortality level on 2003 (Fact) was very close to fishing mortality level of 40% of SRP at virginal value (F40%)."
1510,2096,Spatial and temporal variability in surf zone fish assemblages on the coast of northern New Jersey,"The surf zone fish community along 15 km of northern New Jersey shoreline was sampled every 2 weeks by beach seine in the late summers and early falls of 1995-1999 in conjunction with monitoring of a beach nourishment project. Fifty-seven species representing 30 families were collected during the course of the study. Over 90% of each sampling period's catch was composed of five taxa or less. These taxa included Atlantic and rough silversides, Menidia menidia and Membras martinica, bluefish, Pomatomus saltatrix, and bay and striped anchovies, Anchoa mitchilli and Anchoa hepsetus, with the relative contributions of these taxa varying among years. Both bluefish and anchovy abundances varied by an order of magnitude among years. Size-frequency distributions indicate summer-spawned bluefish recruit to the surf zone habitat as two cohorts in August and October, respectively. Fish abundance and richness were greater at substations closest to rock groins. Taxonomic richness declined along with decreasing water temperature in the fall, but was not correlated with turbidity or tide stage (measured as minutes before or after low tide). The extensive sampling effort undertaken in this study, 2190 seine hauls that captured 295 868 fish, was examined in relation to the number and relative proportions of taxa collected. Species accumulation curves and percent similarity calculations were used to investigate the adequacy of a reduced sampling protocol in characterizing the taxonomic composition of the surf zone fish community. Calculations from eight complete sampling periods (84 seine hauls each) indicate that a reduction in sampling effort by one-half would have yielded on average 75% of the total number of species captured with approximately 85% similarity in relative species composition."
1511,2011,Impacts of the Brown Tree Snake: Patterns of Decline and Species Persistence in Guam’s Avifauna,"Predation by brown tree snakes (Boiga irregularis) devastated the avifauna of Guam in the Mariana Islands during the last half of the twentieth century, causing the extirpation or serious reduction of most of the island's 25 resident bird species. Past studies have provided qualitative descriptions of the decline of native forest birds but have not considered all species or presented quantitative analyses. We analyzed two sets of survey data gathered in northern Guam between 1976 and 1998 and reviewed unpublished sources to provide a comprehensive account of the impact of brown tree snakes on the island's birds. Our results indicate that 22 species, including 17 of 18 native species, were severely affected by snakes. Twelve species were likely extirpated as breeding residents on the main island, 8 others experienced declines of ≥90% throughout the island or at least in the north, and 2 were kept at reduced population levels during all or much of the study. Declines of ≥90% occurred rapidly, averaging just 8.9 years along three roadside survey routes combined and 1.6 years at a 100-ha forested study site. Declines in northern Guam were also relatively synchronous and occurred from about 1976 to 1986 for most species. The most important factor predisposing a species to coexistence with brown tree snakes was its ability to nest and roost at locations where snakes were uncommon. Large clutch size and large body size were also related to longer persistence times, although large body size appeared to delay, but not prevent, extirpation. Our results draw attention to the enormous detrimental impact that brown tree snakes are likely to have upon invading new areas. Increased containment efforts on Guam are needed to prevent further colonizations, but a variety of additional management efforts would also benefit the island's remaining bird populations."
1512,4062,Cost-effective abundance estimation of rare animals: Testing performance of small-boat surveys for killer whales in British Columbia,"Top predators are often rare, subject to anthropogenic mortality, and possess life-history traits that make them inherently vulnerable to extinction. IUCN criteria recognise populations as Critically Endangered when abundance is <250 mature individuals, but estimating abundance of rare species can be more challenging than for common ones. Cost-effective methods are needed to provide robust abundance estimates. In marine environments, small boats are more widely accessible than large ships for researchers conducting sightings surveys with limited funds, but studies are needed into efficacy of small-boat surveys. This study compares line transect and mark-recapture estimates from small-boat surveys in summer 2004 and 2005 for northern resident killer whales in British Columbia to true population size, known from censuses conducted by Fisheries and Oceans Canada. The line transect estimate of 195 animals (95% CI 27559) used model averaging to incorporate uncertainty in the detection function, while the mark-recapture estimate of 239 animals (CI 154370) used a simple two-sample Chapman estimator. Both methods produced estimates close to the true population size, which numbered 219 animals in 2004 and 235 in 2006, but both suffered from the small sample sizes and violations of some model assumptions that will vex most pilot studies of rare species. Initial abundance estimates from relatively low-cost surveys can be thought of as hypotheses to be tested as new data are collected. For species of conservation concern, any cost-effective attempt to estimate absolute abundance will assist status assessments, as long as estimates are presented with appropriate caveats."
1513,4474,The distribution of chondrichthyans along the northern coast of Norway,"The relationship between temperature, latitude, and depth and the distribution and relative abundance of chondrichthyans along the northern coast of Norway was examined based on catches made in scientific trawls north of 62°N from 1992 to 2005. It appears that Chimaera monstrosa, Etmopterus spinax, Squalus acanthias, and Galeus melastomus were more abundant in the south, and Amblyraja radiata more common in the north. Between 1992 and 2005, the distribution and relative abundance did not appear to change significantly, although average water temperatures rose during the period. Current fishing levels do not appear to be impacting the populations of the more common species, but the status of species rarely found in the survey catches is unclear."
1514,959,The Land-Bird Community of Skokholm: Ordination and Turnover,"Records are available of the breeding of 29 species over 47 years, with counts for most species in most years from this Welsh island of 1 ${\rm km}^{2}$. The missing values are interpolated. Immigration and extinction affect primarily the casual breeders. Four species have established appreciable populations, all apparently reflecting national trends. The plot of immigration shows no relationship to species number, and considerable scatter. The plot of extinction also shows much scatter, but has a significant relationship with species number. Most of the turnover treated by MacArthur-Wilson theory is ecologically trivial. A new ordination technique, called step-along, which uses both variation in abundance, and absence records, brings out the spasmodic but persistent change in the community in time, and also the clear relationship of the early and late years. While the cause of this relationship is not known, the step-along technique quantifies the effect."
1515,1727,Birds of a central São Paulo woodlot: 1. Censuses 1982-2000. ,"Some 263 birds were recorded near and in a 230-ha patch of semideciduous forest in cane fields of central São Paulo, Brazil. Subtracting 67 open-area species, 22 of marshes or creeks, 10 vagrants and 12 recorded later, 152 forest and border species were recorded in 1982-86, much like what was observed in a similar woodlot near Campinas. Both woodlots lost species gradually over the years. Some birds avoided hard cane-field edges, preferring soft bushy edges. Of open-area species, 22 seemed to have disappeared by 1997 due to earlier high El Niño rains or rare permanently open habitats in the sugar cane; 17 new species were mostly nocturnal ones not noted earlier, or occasional visitors. Forest and borders lost 31 species, gaining five of dry regions and one winter visitor. Several migrants from the south appeared only in wet years before recent greenhouse effects, some resident birds were hunted, and canopy hummingbirds were perhaps still present. Dry-forest travel-prone or ""metapopulational"" species moved their centers of distribution, partly concealing loss of moist-forest diversity."
1516,4420,"Long-term fluctuations in distribution and populations of a threatened rodent (Pseudomys novaehollandiae) in coastal woodlands of the Otway Ranges, Victoria: a regional decline or extinction?","Since European settlement Australian native rodents have experienced dramatic extinctions and declines. We investigated long-term population and distribution changes during 1981-2003, and known or potential causal factors of decline in the vulnerable New Holland mouse (Pseudomys novaehollandiae). We found that populations (n = 8) were extant for 1-6 years and were predominantly small, localised and extinction prone. High-density populations occurred after above-average rainfall but declined precipitously during drought. Wildfire resulted in the extirpation of some populations, while others survived in unburnt refugia. We propose that post-fire vegetation (3-7 years) contemporaneous with above-average rainfall delivered productive habitat resulting in both a population irruption, and recovery after wildfire. Population declines occurred in drought periods. Recent trapping at 42 sites (2013-17) failed to record any New Holland mice. The species has not been recorded since 2003. Recovery is unlikely without intensive management, focussed on remnant or reintroduced populations, including protection from habitat fragmentation and inappropriate fire regimes. Prevention of extinction of the species throughout its southern range will require similar management strategies."
1517,1463,"Distribution and status of feral wild boar Sus scrofa in Dorset, southern England.","A recently established feral population of wild boar Sus scrofa in Dorset, southern England, was studied by collecting details of escapes, live sightings and animals killed, by examining field signs and by making direct observations in the field. Records were obtained from 47 national grid kilometre squares. Two or more records were received for 27 km2 and the presence of boar confirmed by field signs in 21 of these. The population appears to have originated from escapes in winter 1994/95 and to have remained largely confined to within 11 km of the escape site. The large number of animals killed, relative to the number of animals which escaped, reports of shot sows carrying foetuses and observations of sows with piglets in the field, confirmed that breeding had taken place. Estimates of live weight, estimated age, or descriptions of the animals killed were used to allocate each to a broad age class and thus construct a retrospective census. This suggested that the minimum population size peaked at about 30 animals in 1998 but that the prebreeding population has probably remained at fewer than 20 animals."
1518,3076,"Analyzing variability and the rate of decline of migratory shorebirds in Moreton Bay, Australia","Estimating the abundance of migratory species is difficult because sources of variability differ substantially among species and populations. Recently developed state-space models address this variability issue by directly modeling both environmental and measurement error, although their efficacy in detecting declines is relatively untested for empirical data. We applied state-space modeling, generalized least squares (with autoregression error structure), and standard linear regression to data on abundance of wetland birds (shorebirds and terns) at Moreton Bay in southeast Queensland, Australia. There are internationally significant numbers of 8 species of waterbirds in the bay, and it is a major terminus of the large East Asian-Australasian Flyway. In our analyses, we considered 22 migrant and 8 resident species. State-space models identified abundances of 7 species of migrants as significantly declining and abundance of one species as significantly increasing. Declines in migrant abundance over 15 years were 43-79%. Generalized least squares with an autoregressive error structure showed abundance changes in 11 species, and standard linear regression showed abundance changes in 15 species. The higher power of the regression models meant they detected more declines, but they also were associated with a higher rate of false detections. If the declines in Moreton Bay are consistent with trends from other sites across the flyway as a whole, then a large number of species are in significant decline. "
1519,3980,"Population dynamics of small mammals in relation to production of cones in four types of forests in the northern Sierra Nevada, California","We studied assemblages of small mammals in four types of coniferous forest (white fir, red; fir, mixed-fir, and pine-cedar) in the Sierra Nevada of California for 2 field seasons (20032004). We; assessed production of cones by dominant species of conifers in both years. Production of cones was; greater overall in autumn 2003, but varied within type of forest and between species of conifers. Parallel; to this, mean maximum densities of North American deermice (Peromyscus maniculatus) increased in; 2004 (from 0.77.3 individuals/ha to 65.7112.7 individuals/ha). Size of populations of golden-mantled; ground squirrels (Spermophilus lateralis) were similar in both years; typical of hibernating species, this; taxon occurred at low densities in May (6.6 6 0.2), peak densities were in September (24.532.5; individuals/ha), and their populations declined in October (9.2 6 4.8). Long-eared chipmunks (Tamias; quadrimaculatus) reached higher densities in red fir (48.2 6 13.4 individuals/ha) and mixed-fir forests; (36.0 6 13.5 individuals/ha) than in white fir forests (7.6 6 2.7 individuals/ha), and all populations; peaked in September. Shadow chipmunks (Tamias senex) remained at lower densities than T.; quadrimaculatus except during September 2004, when they reached high densities (54.6 6 26.8; individuals/ha). Survival of P. maniculatus was dependant on an interaction between type of forest and; month, with additive effects of over-winter survival and mean production of cones in autumn 2003.; Survival of S. lateralis varied by month, whereas survival in both species of Tamias varied with the; interaction of type of forest and month, plus additional effects of over-winter survival and mean; production of cones for T. quadrimaculatus. Dusky-footed woodrats (Neotoma fuscipes) were present at; lower elevations and reached greatest densities in pine-cedar forests. Northern flying squirrels; (Glaucomys sabrinus) were not captured commonly, and they occurred predominantly in red fir forests."
1520,1246,Adélie penguin population change in the pacific sector of Antarctica: relation to sea-ice extent and the Antarctic Circumpolar Current.,"One of the longest continuing data Sets involving a marine organism in the Antarctic is that of annual estimates of breeding population size of Adélie penguins Pygoscelis adeliae at colonies on Ross Island, Ross Sea, 1959 to 1997. The sizes of these colonies have displayed significant interannual variability during the 29-yr period. We hypothesized that changes are related to natural environmental factors; and used path analysis to analyze annual variation in population growth in relation to physical environmental factors during that part of the record with comparable sea-ice satellite imagery from 1973 to 1997. The Ross Sea sector of the Southern Ocean lying north of Ross Island, from 150°E to 130°W, comprised our study area. Annual population growth measured during summer was explained best, and inversely, by the extent of sea-ice in the study area 5 winters earlier, and in some way related to the Southern Oscillation. Analysis of a subset of the sea-ice data from 1979 to 1997 indicated strong correlations to ice conditions in the eastern portion of the study area (174 to 130°W), and virtually no correlations to the western half (150°E to 175°W). This result supported other indirect evidence that the Ross Island penguins winter in the eastern Ross Sea/western Amundsen Sea. A demographic model indicated that variation in survival of juveniles and subadults might account for the observed population variation, and would also explain the 5-yr lag as 5 yr is the average age of recruitment to the summer breeding population. Extensive sea-ice during winter appears to reduce subadult survival, expressed subsequently when these cohorts reach maturation. We hypothesize that extensive (more northerly) sea-ice limits access of penguins to productive waters known to occur south of the southern boundary of the Antarctic Circumpolar Current, with starvation or increased predation disproportionately affecting less-experienced birds. The observed patterns of penguin population change, including those preceding the satellite era, imply that sea-ice extent has changed significantly over recent decades."
1521,3723,Factors influencing emigration of Ross's geese and snow geese from an Arctic breeding area,"Emigration is one of the most difficult demographic rates to estimate, yet understanding movement among populations has important consequences for wildlife conservation. We studied factors that affected emigration by adult Rosss geese (Chen rossii) and lesser snow geese (C. caerulescens caerulescens) during a demographic study from 1997 to 2013 of nesting geese at the Karrak Lake colony south of Queen Maud Gulf in the Central Canadian Arctic. Rising abundance of both species in recent decades has led to concerns about their impacts on Arctic ecosystems. We used Burnhams model to estimate true survival and fidelity (i.e., the complement of emigration). Mean estimates of fidelity were higher for Rosss geese (male¼0.910.02, female¼0.950.01) than for snow geese (male¼0.760.02, female¼0.900.02). Fidelity declined with prior nesting season abundance in both species with evidence that a reduction in population size led to greater fidelity in the following year. Fidelity was positively influenced by mean nest success in the previous year with similar responses by both species. However, years of low nest success were more frequent for snow geese resulting in higher emigration. We expected that deeper snow before nesting would motivate greater emigration but found the opposite effect in both species, suggesting that individuals may be discouraged from dispersing in snow-covered landscapes. We also tested whether a large decline in the number of snow geese nesting at Karrak Lake in 20072008 was related to a mass emigration event but found no evidence for a change in fidelity in these years. Moreover, survival of both species showed an increasing trend from 1997 to 2013 so the decline in nesting snow geese likely was an outcome of temporary non-breeding, rather than emigration or death. The destination of emigrants remains unknown, but we expect this movement has broader consequences for metapopulation dynamics of light geese across the central Arctic."
1522,2578,"Snake assemblage in a disturbed grassland environment in Rio Grande do Sul State, southern Brazil: population fluctuations of Liophis poecilogyrus and Pseudablabes agassizii","A mark-recapture study of a snake assemblage using pitfall traps with drift fences was carried out in a disturbed grassland environment (e.g. cattle breeding and cultivations), located in the Pampa Biome, in the central region of the Rio Grande do Sul State, southern Brazil. From February 2001 to January 2004 we caught 272 snakes belonging to 20 species from the following families: Elapidae (5%), Viperidae (10%), and Colubridae (85%). The assemblage had a unimodal seasonal pattern of activity, and the highest number of captures occurred between September and May. There was a positive and significant correlation between the number of captures and monthly minimum and maximum average temperatures. Recruitment was observed from January to April. During the study, the area was affected by human activities, which altered the community structure: Pseudablabes agassizii was negatively affected by habitat devastation while Liophis poecilogyrus took advantage of this. Our results reinforced the impression that Pseudablabes agassizii is a habitat specialist species. We extend the understanding of the susceptibility of this species to environmental destruction in open natural environments of South America, and propose its use as a potential bio-indicator of the Pampa biome. We also discuss the importance of conservation strategies for snakes in grasslands of southern Brazil."
1523,1983,"Enigmatic decline of a protected population of eastern kingsnakes, Lampropeltis getula, in South Carolina","Although recent reports of global amphibian declines have received considerable attention, reptile declines have gone largely unreported. Among reptiles, snakes are particularly difficult to quantitatively sample, and thus, most reports of snake declines are based on qualitative or anecdotal evidence. Recently, several sources have suggested that Eastern Kingsnakes (Lampropeltis getula) have declined over a substantial portion of their range in the southeastern United States, particularly in Florida. However, published evidence for L. getula declines or their potential causes are limited. We monitored the status of a population of L. getula on the U.S. Department of Energy's Savannah River Site (SRS) in Aiken, South Carolina, USA, from 1975 to 2006. Herpetofaunal populations on the Savannah River Site have been protected from the pressures of collecting and development since 1951 due to site access restrictions. Here, we document a decline in both abundance and body condition of L. getula inhabiting the vicinity of a large isolated wetland over the past three decades. Because this L. getula population was protected from anthropogenic habitat degradation, collection, and road mortality, we are able to exclude these factors as possible causes of the documented decline. Although the definitive cause of the decline remains enigmatic, natural succession of the surrounding uplands, periodic extreme droughts, shifts in community composition (e.g., increased Agkistrodon piscivorus abundance), introduced fire ants, or disease are all potential contributors to the decline."
1524,3520,Relative abundance and distribution of Common snook along shoreline habitats of Florida estuaries,"Quantitative estimates of relative abundance, spatial and temporal distribution, and habitat preference of common snook Centropomus undecimalis along shoreline habitats in four Florida estuarine areas were determined. Significant differences in the relative abundance of common snook among the estuarine areas suggested marked variation in common snook population abundance and densities on a regional scale. The highest adjusted mean relative abundance of common snook occurred in the southern Indian River Lagoon (4.68 fish/haul; SE = 0.08), followed by Tampa Bay (3.36 fish/haul; SE = 0.11), Charlotte Harbor (2.13 fish/haul; SE = 0.10), and the northern Indian River Lagoon (0.76 fish/haul; SE = 0.21). Several common factors (e.g., mangrove and seagrass habitat, salinity, and water temperature) among the estuarine areas were linked with common snook relative abundance and distributions, allowing us to better understand how these fish interact with their environment in different regions of Florida. "
1525,3844,Comparative Demography of an At-Risk African Elephant Population,"Knowledge of population processes across various ecological and management settings offers important insights for species conservation and life history. In regard to its ecological role, charisma and threats from human impacts, African elephants are of high conservation concern and, as a result, are the focus of numerous studies across various contexts. Here, demographic data from an individually based study of 934 African elephants in Samburu, Kenya were summarized, providing detailed inspection of the population processes experienced by the population over a fourteen year period (including the repercussions of recent increases in illegal killing). These data were compared with those from populations inhabiting a spectrum of xeric to mesic ecosystems with variable human impacts. In relation to variability in climate and human impacts (causing up to 50% of recorded deaths among adults), annual mortality in Samburu fluctuated between 1 and 14% and, unrelatedly, natality between 2 and 14% driving annual population increases and decreases. Survivorship in Samburu was significantly lower than other populations with age-specific data even during periods of low illegal killing by humans, resulting in relatively low life expectancy of males (18.9 years) and females (21.8 years). Fecundity (primiparous age and inter-calf interval) were similar to those reported in other human impacted or recovering populations, and significantly greater than that of comparable stable populations. This suggests reproductive effort of African savanna elephants increases in relation to increased mortality (and resulting ecological ramifications) as predicted by life history theory. Further comparison across populations indicated that elongated inter-calf intervals and older ages of reproductive onset were related to age structure and density, and likely influenced by ecological conditions. This study provides detailed empirical data on elephant population dynamics strongly influenced by human impacts (laying the foundation for modeling approaches), supporting predictions of evolutionary theory regarding demographic responses to ecological processes."
1526,1939,"Demographic status of elephants in the Samburu and Buffalo Springs National Reserves, Kenya","Individual based demographic records of the elephants utilizing Samburu and Buffalo Springs National Reserves were collected from 1998 through 2003 and indicate that this elephant population was increasing at an average rate of 4.6% per year. Although the majority of carcasses were not found, known sources of mortality include disease, injury, and predation by lions and humans. Poaching did occur during the study period, however the population is increasing and thus our findings indicate ivory poaching has limited impact on the demographic status of these elephants. This population is part of the Samburu/Laikipia MIKE Site and thus its status is relevant to CITES ligislation."
1527,2719,Learning to count: adapting population monitoring for Endangered huemul deer Hippocamelus bisulcus to meet conservation objectives,"Considerable efforts have been invested in recent years to improve methods for both data collection and analyses required for population monitoring. Where historical or current estimates of population size are not adjusted for detection probabilities they may be too inaccurate to provide meaningful estimates of trends and thus monitoring methods need to be adapted. Here, we use data from the Endangered huemul deer Hippocamelus bisulcus to outline a framework to develop accurate robust estimates of detection probabilities that can be incorporated into new surveys in a cost-effective way and applied to existing survey data sets. In particular, by retroactively estimating detection probabilities for surveys of huemul, we show that current survey methods for huemul are inadequate to determine population trends reliably. Based on these results we propose a new monitoring method for the huemul and discuss the importance of estimating accuracies of historical survey data to ensure that changes in the abundance of the species reflect real population trends and are not an artefact of variation over time in the accuracy of survey data. "
1528,907,"Long-term population increase of black-browed albatrosses Thalassarche melanophrys at Heard Island, 1947/1948 – 2000/2001","The breeding population of the black-browed albatross Thalassarche melanophrys has increased at Heard Island since the first census data were obtained in 1947/1948. Four breeding localities are known, and all populations have increased in the period 1947/1948-2000/2001. The breeding population is estimated to have been approximately 200 pairs in 1947/1948. Based on 2000/2001 census data, the population has increased to a minimum of approximately 600 pairs over the 53 years. Two mechanisms, that of increased prey availability through scavenging discards from trawlers operating within their foraging range, and climatic amelioration, are proposed as hypotheses for this increase."
1529,3769,The status and trends of Antarctic and sub-Antarctic seabirds,The third review of the status and trends of Antarctic and sub-Antarctic seabird populations compiled by the Bird Biology Subcommittee of the Scientific Committee on Antarctic Research at the request of the Commission for the Conservation of Antarctic Marine Living Resources (CCAMLR) is presented.
1530,1039,"The distribution, abundance and status of Adelie Penguins Pygoscelis adeliae at the Windmill Islands, Wilkes Land, Antarctica.","The total breeding population of Adelie penguins at the Windmill Islands region in 1989/90 was 93 092±9300 pairs at 14 breeding localities. The population has apparently increased by 209% since a survey in the early 1960s, a trend shared with many other breeding localities where long-term data are available. Relict colony areas (former breeding sites) were identified at all but two localities currently supporting breeding colonies. The population on Shirley Island, near Casey Station, increased between 1961/62 and 1968/69, but has remained stable since 1968/69, coincident with the opening of Casey Station. The lack of growth in the breeding population is likely to be a result of disturbance by visitors to the island. -Authors"
1531,4421,"Monitoring indicates rapid and severe decline of native small mammals in Kakadu National Park, northern Australia","Context. Australia has a lamentable history of mammal extinctions. Until recently, the mammal fauna of northern Australia was presumed to have been spared such loss, and to be relatively intact and stable. However, several recent studies have suggested that this mammal fauna may be undergoing some decline, so a targeted monitoring program was; established in northern Australias largest and best-resourced conservation reserve.; Aims. The present study aims to detect change in the native small-mammal fauna of Kakadu National Park, in the monsoonal tropics of northern Australia, over the period of 19962009, through an extensive monitoring program, and to consider factors that may have contributed to any observed change.; Methods. The small-mammal fauna was sampled in a consistent manner across a set of plots established to represent the environmental variation and fire regimes of Kakadu. Fifteen plots were sampled three times, 121 plots sampled twice and 39 plots once. Resampling was typically at 5-yearly intervals. Analysis used regression (of abundance against date), and; Wilcoxon matched-pairs tests to assess change. For resampled plots, change in abundance of mammals was related to fire frequency in the between-sampling period.; Key results. A total of 25 small mammal species was recorded. Plot-level species richness and total abundance decreased significantly, by 54% and 71%, respectively, over the course of the study. The abundance of 10 species declined significantly, whereas no species increased in abundance significantly. The number of empty plots increased from 13% in 1996 to 55% in 2009. For 136 plots sampled in 200104 and again in 200709, species richness declined by 65% and the total number of individuals declined by 75%. Across plots, the extent of decline increased with increasing frequency of fire. The most marked declines were for northern quoll, Dasyurus hallucatus, fawn antechinus, Antechinus bellus, northern brown bandicoot, Isoodon macrourus, common brushtail possum, Trichosurus vulpecula, and pale fieldrat, Rattus tunneyi.; Conclusions. The native mammal fauna of Kakadu National Park is in rapid and severe decline. The cause(s) of this decline are not entirely clear, and may vary among species. The most plausible causes are too frequent fire, predation by feral cats and invasion by cane toads (affecting particularly one native mammal species).; Implications. The present study has demonstrated a major decline in a key conservation reserve, suggesting that the mammal fauna of northern Australia may now be undergoing a decline comparable to the losses previously occurring elsewhere in Australia. These results suggest that there is a major and urgent conservation imperative to more precisely identify, and more effectively manage, the threats to this mammal fauna."
1532,4038,"Conservation status and reintroduction of the Cocos Buff-banded Rail, Gallirallus philippensis andrewsi","An endemic subspecies of Buff-banded Rail (Gallirallus philippensis) is restricted to the Cocos (Keeling); Islands, a group of 27 islands, with total area of ~15 km2, in the north-eastern Indian Ocean. Human settlement led to; marked environmental degradation of the 26 islands in the southern atoll of the group. The Cocos Buff-banded Rail; declined severely, with the last confirmed record from islands in the southern atoll in 1991. The subspecies has persisted,; however, with a population of ~800 individuals, on a single island, Pulu Keeling, 24 km north of the southern atoll.; A recovery plan for this endangered subspecies recommended reintroduction to a suitable island in the southern atoll.; This paper provides a brief overview of the history and status of the subspecies, and describes an April 2013 reintroduction of; 39 rails from Pulu Keeling to the 1-km2 Horsburgh Island in the southern atoll. This program has had at least short-term; success, with monitoring showing successful recruitment in the reintroduced population, and its increase to ~54 individuals; by October 2014 and ~121 individuals by June 2015. Much of the worlds loss of biodiversity has been from, and continues; to occur on, islands: this project demonstrates that well-considered mitigation of threats and translocation programs can; provide solutions to this challenge."
1533,2107,Population size and density of Colobus vellerosus at the Boabeng-Fiema Monkey Sanctuary and surrounding forest fragments in Ghana,"The Boabeng-Fiema Monkey Sanctuary (BFMS) is inhabited by a growing population of Ursine colobus (Colobus vellerosus), a species that is listed as vulnerable. Smaller, degraded forest fragments that surround the BFMS also contain C. vellerosus and may provide an important habitat for the monkeys. Our objectives were to 1) determine the current population size and density of C. vellerosus at BFMS and in five surrounding fragments, 2) examine the differences in demographics between the fragments and BFMS, and 3) determine whether a relationship exists between population density and fragment size and isolation distance from BFMS. The census was a complete count and was conducted for 1 month (July 2003) by S.W. and trained research assistants. Seven census routes were walked simultaneously on 13 days. The 2003 population estimate of C. vellerosus at BFMS was 217-241 individuals (15 groups), a slight increase from the 2000 census. Numbers in the fragments (58-62, six groups) have remained stable since 1997, when the only other census of these fragments was conducted. Mean group size did not differ between the fragments and BFMS. Larger fragments had larger numbers of colobus, but there was no relationship between fragment size and colobus density. Isolation distance had no effect on population density. Our data suggest that colobus probably travel between fragments. Conservation efforts should focus on treating the small forests and their connecting areas as a single conservation unit."
